State,Market,Year,Month,Rainfall(mm),Arrivals (Tonnes),Modal Price (Rs./Quintal),Reported Date
Maharashtra,Amrawati(Frui & Veg. Market),,,,77,4000,28-May-22
Maharashtra,Dharashiv,,,,1,4500,28-May-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,40,4500,28-May-22
Maharashtra,Nasik,,,,99,18000,28-May-22
Maharashtra,Nasik,,,,99,3500,28-May-22
Maharashtra,Pune(Moshi),,,,4,6000,28-May-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,118,2250,29-May-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,118,3500,29-May-22
Maharashtra,Shrirampur,,,,4,7500,29-May-22
Maharashtra,Chattrapati Sambhajinagar,,,,135,7600,29-May-22
Maharashtra,Dharashiv,,,,2,4550,29-May-22
Maharashtra,Ramtek,,,,1,1900,29-May-22
Maharashtra,Pune(Moshi),,,,7,7000,29-May-22
Maharashtra,Kamthi,,,,1,1800,29-May-22
Maharashtra,Shrirampur,,,,4,9000,30-May-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,113,3500,30-May-22
Maharashtra,Chattrapati Sambhajinagar,,,,13,8750,30-May-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,113,2300,30-May-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,56,4000,30-May-22
Maharashtra,Pune(Moshi),,,,4,5000,30-May-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,113,9000,30-May-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,123,3500,31-May-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,123,2250,31-May-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,123,9000,31-May-22
Maharashtra,Chattrapati Sambhajinagar,,,,45,8000,31-May-22
Maharashtra,Ramtek,,,,1,1900,31-May-22
Maharashtra,Jalgaon,,,,2,5000,31-May-22
Maharashtra,Dharashiv,,,,1,4750,31-May-22
Maharashtra,Nasik,,,,153,17000,31-May-22
Maharashtra,Nagpur,,,,530,4750,31-May-22
Maharashtra,Nagpur,,,,530,4750,31-May-22
Maharashtra,Pune(Moshi),,,,5,6000,31-May-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,26,4500,31-May-22
Maharashtra,Mumbai- Fruit Market,,,,"4,002.00",9750,31-May-22
Maharashtra,Chattrapati Sambhajinagar,,,,47,6500,01-Jun-22
Maharashtra,Nagpur,,,,500,4750,01-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,"3,768.00",9600,01-Jun-22
Maharashtra,Kamthi,,,,1,1900,01-Jun-22
Maharashtra,Nagpur,,,,500,2325,01-Jun-22
Maharashtra,Shrirampur,,,,4,8000,01-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,41,4500,01-Jun-22
Maharashtra,Shrirampur,,,,3,10000,02-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,"2,712.00",9500,02-Jun-22
Maharashtra,Pune(Moshi),,,,11,6500,02-Jun-22
Maharashtra,Nasik,,,,101,16000,02-Jun-22
Maharashtra,Nasik,,,,101,2500,02-Jun-22
Maharashtra,Ramtek,,,,1,1900,02-Jun-22
Maharashtra,Shrirampur,,,,3,7500,04-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,38,7250,04-Jun-22
Maharashtra,Kamthi,,,,1,2800,04-Jun-22
Maharashtra,Nasik,,,,115,14000,04-Jun-22
Maharashtra,Pune(Moshi),,,,4,6500,04-Jun-22
Maharashtra,Ramtek,,,,1,1900,05-Jun-22
Maharashtra,Pune(Moshi),,,,9,10000,05-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,36,4850,07-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,51,3500,07-Jun-22
Maharashtra,Ramtek,,,,1,1900,07-Jun-22
Maharashtra,Nagpur,,,,528,4750,07-Jun-22
Maharashtra,Nasik,,,,58,3500,07-Jun-22
Maharashtra,Pune(Moshi),,,,4,6500,07-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,949,13500,07-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,4,3500,07-Jun-22
Maharashtra,Nasik,,,,58,14000,07-Jun-22
Maharashtra,Nagpur,,,,528,2325,07-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,3500,08-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,37,5250,08-Jun-22
Maharashtra,Shrirampur,,,,4,7500,08-Jun-22
Maharashtra,Nagpur,,,,549,2325,08-Jun-22
Maharashtra,Nasik,,,,85,15000,08-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,879,10500,08-Jun-22
Maharashtra,Kamthi,,,,1,2800,08-Jun-22
Maharashtra,Ramtek,,,,1,1900,08-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,14,4000,08-Jun-22
Maharashtra,Nagpur,,,,549,4750,08-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,12,4000,09-Jun-22
Maharashtra,Shrirampur,,,,3,7000,09-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,920,12000,09-Jun-22
Maharashtra,Pune(Moshi),,,,12,6500,09-Jun-22
Maharashtra,Ramtek,,,,1,1900,09-Jun-22
Maharashtra,Solapur,,,,11,5000,09-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,3,3500,09-Jun-22
Maharashtra,Shrirampur,,,,5,7500,10-Jun-22
Maharashtra,Nagpur,,,,550,2350,10-Jun-22
Maharashtra,Nasik,,,,110,15000,10-Jun-22
Maharashtra,Pune(Moshi),,,,8,9000,10-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,911,12000,10-Jun-22
Maharashtra,Nagpur,,,,550,4750,10-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,5,3500,10-Jun-22
Maharashtra,Shrirampur,,,,3,7500,11-Jun-22
Maharashtra,Rahuri,,,,3,4200,11-Jun-22
Maharashtra,Nagpur,,,,320,4750,11-Jun-22
Maharashtra,Nagpur,,,,320,2325,11-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,65,5750,11-Jun-22
Maharashtra,Pune(Moshi),,,,4,600,11-Jun-22
Maharashtra,Ramtek,,,,1,1900,11-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,21,3000,11-Jun-22
Maharashtra,Rahuri,,,,2,4100,12-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,50,6000,12-Jun-22
Maharashtra,Ramtek,,,,2,2200,12-Jun-22
Maharashtra,Pune(Moshi),,,,6,3750,12-Jun-22
Maharashtra,Shrirampur,,,,4,6500,12-Jun-22
Maharashtra,Dharashiv,,,,1,5500,12-Jun-22
Maharashtra,Shrirampur,,,,3,8000,13-Jun-22
Maharashtra,Pune(Moshi),,,,17,6500,13-Jun-22
Maharashtra,Nagpur,,,,566,4750,13-Jun-22
Maharashtra,Nagpur,,,,566,2350,13-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,23,3000,13-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,507,10750,13-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,4500,13-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,61,5350,13-Jun-22
Maharashtra,Dharashiv,,,,1,4500,14-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,45,4500,14-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,51,5250,14-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,4,3000,14-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,"2,049.00",13500,14-Jun-22
Maharashtra,Nagpur,,,,269,4750,14-Jun-22
Maharashtra,Nasik,,,,75,3500,14-Jun-22
Maharashtra,Pune(Moshi),,,,7,5250,14-Jun-22
Maharashtra,Nagpur,,,,269,2325,14-Jun-22
Maharashtra,Ramtek,,,,1,2200,14-Jun-22
Maharashtra,Shrirampur,,,,4,7000,15-Jun-22
Maharashtra,Nagpur,,,,179,2250,15-Jun-22
Maharashtra,Nasik,,,,103,3500,15-Jun-22
Maharashtra,Ramtek,,,,1,1900,15-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,900,10750,15-Jun-22
Maharashtra,Nagpur,,,,179,4750,15-Jun-22
Maharashtra,Jalgaon,,,,4,4500,15-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,7,3000,15-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,42,4500,15-Jun-22
Maharashtra,Shrirampur,,,,3,7000,16-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,37,4500,16-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,"1,009.00",11000,16-Jun-22
Maharashtra,Shrirampur,,,,5,6000,17-Jun-22
Maharashtra,Nasik,,,,99,3500,17-Jun-22
Maharashtra,Kamthi,,,,1,3000,17-Jun-22
Maharashtra,Pune(Moshi),,,,4,5000,17-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,890,11500,17-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,5,3000,17-Jun-22
Maharashtra,Shrirampur,,,,3,7500,18-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,4500,18-Jun-22
Maharashtra,Dharashiv,,,,1,4500,18-Jun-22
Maharashtra,Ramtek,,,,1,2200,18-Jun-22
Maharashtra,Pune(Moshi),,,,6,6000,18-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,3,3000,18-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,71,6350,18-Jun-22
Maharashtra,Nagpur,,,,151,2325,18-Jun-22
Maharashtra,Nagpur,,,,151,4750,18-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,"1,032.00",11500,18-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,39,5500,19-Jun-22
Maharashtra,Shrirampur,,,,5,7000,19-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,4500,19-Jun-22
Maharashtra,Pune(Moshi),,,,9,6500,19-Jun-22
Maharashtra,Ramtek,,,,1,1900,19-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,39,4000,20-Jun-22
Maharashtra,Shrirampur,,,,4,6000,20-Jun-22
Maharashtra,Nagpur,,,,338,4750,20-Jun-22
Maharashtra,Nasik,,,,65,3500,20-Jun-22
Maharashtra,Nagpur,,,,338,2325,20-Jun-22
Maharashtra,Pune(Moshi),,,,6,7500,20-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,748,12000,20-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,60,5850,20-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,5,3500,20-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,39,4500,21-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,51,4750,21-Jun-22
Maharashtra,Nagpur,,,,272,4750,21-Jun-22
Maharashtra,Dharashiv,,,,1,4750,21-Jun-22
Maharashtra,Jalgaon,,,,1,4500,21-Jun-22
Maharashtra,Nagpur,,,,272,2325,21-Jun-22
Maharashtra,Pune(Moshi),,,,4,6000,21-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,"3,674.00",9250,21-Jun-22
Maharashtra,Nasik,,,,46,3500,21-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,3,3500,21-Jun-22
Maharashtra,Ramtek,,,,1,1900,21-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,49,5250,22-Jun-22
Maharashtra,Dharashiv,,,,1,3050,22-Jun-22
Maharashtra,Shrirampur,,,,4,6500,22-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,"1,337.00",8500,22-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,46,4500,22-Jun-22
Maharashtra,Ramtek,,,,1,2200,22-Jun-22
Maharashtra,Jalgaon,,,,2,5000,22-Jun-22
Maharashtra,Nagpur,,,,159,2250,22-Jun-22
Maharashtra,Nagpur,,,,159,4750,22-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,7,3500,22-Jun-22
Maharashtra,Shrirampur,,,,3,7000,23-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,38,4500,23-Jun-22
Maharashtra,Jalgaon,,,,3,5000,23-Jun-22
Maharashtra,Ramtek,,,,1,1900,23-Jun-22
Maharashtra,Dharashiv,,,,1,4600,23-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,871,9000,23-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,27,6000,23-Jun-22
Maharashtra,Pune(Moshi),,,,10,6500,23-Jun-22
Maharashtra,Shrirampur,,,,5,8000,24-Jun-22
Maharashtra,Nagpur,,,,706,4750,24-Jun-22
Maharashtra,Nagpur,,,,706,2325,24-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,631,8000,24-Jun-22
Maharashtra,Pune(Moshi),,,,5,6500,24-Jun-22
Maharashtra,Kamthi,,,,1,3000,24-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,2,3700,25-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,34,3500,25-Jun-22
Maharashtra,Shrirampur,,,,4,6500,25-Jun-22
Maharashtra,Ramtek,,,,1,2200,25-Jun-22
Maharashtra,Pune(Moshi),,,,3,4500,25-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,917,8000,25-Jun-22
Maharashtra,Shrirampur,,,,4,8000,26-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,34,3500,26-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,26,4500,26-Jun-22
Maharashtra,Ramtek,,,,1,1900,26-Jun-22
Maharashtra,Pune(Moshi),,,,7,5000,26-Jun-22
Maharashtra,Ahmednagar,,,,15,5750,27-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,3500,27-Jun-22
Maharashtra,Shrirampur,,,,4,7000,27-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,30,3500,27-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,236,8000,27-Jun-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,1,2500,27-Jun-22
Maharashtra,Nagpur,,,,189,4750,27-Jun-22
Maharashtra,Kalyan,,,,1,4500,27-Jun-22
Maharashtra,Nagpur,,,,189,1950,27-Jun-22
Maharashtra,Jalgaon,,,,3,4000,27-Jun-22
Maharashtra,Pune(Moshi),,,,3,4000,27-Jun-22
Maharashtra,Kalyan,,,,1,4500,27-Jun-22
Maharashtra,Kalyan,,,,1,5500,27-Jun-22
Maharashtra,Nasik,,,,22,13000,27-Jun-22
Maharashtra,Ahmednagar,,,,9,4500,28-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,18,6000,28-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,3500,28-Jun-22
Maharashtra,Nagpur,,,,122,4750,28-Jun-22
Maharashtra,Jalgaon,,,,2,4500,28-Jun-22
Maharashtra,Pune(Moshi),,,,5,4500,28-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,530,7500,28-Jun-22
Maharashtra,Nasik,,,,14,3500,28-Jun-22
Maharashtra,Ramtek,,,,1,1900,28-Jun-22
Maharashtra,Nagpur,,,,122,2325,28-Jun-22
Maharashtra,Solapur,,,,4,3200,28-Jun-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,39,3000,29-Jun-22
Maharashtra,Shrirampur,,,,4,7000,29-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,7,4600,29-Jun-22
Maharashtra,Nagpur,,,,132,2350,29-Jun-22
Maharashtra,Ramtek,,,,1,1900,29-Jun-22
Maharashtra,Kamthi,,,,1,4500,29-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,238,7500,29-Jun-22
Maharashtra,Solapur,,,,3,3000,29-Jun-22
Maharashtra,Jalgaon,,,,2,5000,29-Jun-22
Maharashtra,Nagpur,,,,132,4750,29-Jun-22
Maharashtra,Ahmednagar,,,,10,4500,30-Jun-22
Maharashtra,Shrirampur,,,,3,6000,30-Jun-22
Maharashtra,Chattrapati Sambhajinagar,,,,30,5250,30-Jun-22
Maharashtra,Solapur,,,,11,3100,30-Jun-22
Maharashtra,Ramtek,,,,1,2200,30-Jun-22
Maharashtra,Jalgaon,,,,2,5000,30-Jun-22
Maharashtra,Mumbai- Fruit Market,,,,911,7000,30-Jun-22
Maharashtra,Nasik,,,,28,3500,30-Jun-22
Maharashtra,Pune(Moshi),,,,6,4000,30-Jun-22
Maharashtra,Shrirampur,,,,4,5000,01-Jul-22
Maharashtra,Nagpur,,,,170,2325,01-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,836,7000,01-Jul-22
Maharashtra,Solapur,,,,8,5000,01-Jul-22
Maharashtra,Nagpur,,,,170,4750,01-Jul-22
Maharashtra,Pune(Moshi),,,,3,5250,01-Jul-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,3500,02-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,954,7250,02-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,36,5750,02-Jul-22
Maharashtra,Ramtek,,,,1,2200,02-Jul-22
Maharashtra,Shrirampur,,,,3,4550,03-Jul-22
Maharashtra,Ahmednagar,,,,2,5000,03-Jul-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,24,4500,03-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,45,5000,03-Jul-22
Maharashtra,Pune(Moshi),,,,4,4350,03-Jul-22
Maharashtra,Ramtek,,,,1,1900,03-Jul-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,3750,04-Jul-22
Maharashtra,Shrirampur,,,,3,4000,04-Jul-22
Maharashtra,Jalgaon,,,,2,4500,04-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,38,4650,04-Jul-22
Maharashtra,Nagpur,,,,122,4750,04-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,123,7250,04-Jul-22
Maharashtra,Nagpur,,,,122,2325,04-Jul-22
Maharashtra,Pune(Moshi),,,,1,5500,04-Jul-22
Maharashtra,Solapur,,,,2,4000,04-Jul-22
Maharashtra,Nagpur,,,,78,4750,05-Jul-22
Maharashtra,Nagpur,,,,78,2750,05-Jul-22
Maharashtra,Pune(Moshi),,,,2,5000,05-Jul-22
Maharashtra,Solapur,,,,1,3000,05-Jul-22
Maharashtra,Ramtek,,,,1,2200,05-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,368,6800,05-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,25,4500,05-Jul-22
Maharashtra,Shrirampur,,,,3,5000,06-Jul-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,47,4250,06-Jul-22
Maharashtra,Nagpur,,,,20,4750,06-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,29,4550,06-Jul-22
Maharashtra,Solapur,,,,3,1000,06-Jul-22
Maharashtra,Jalgaon,,,,3,3000,06-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,340,6800,06-Jul-22
Maharashtra,Shrirampur,,,,2,4550,07-Jul-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,4500,07-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,325,6800,07-Jul-22
Maharashtra,Jalgaon,,,,3,5000,07-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,13,5100,07-Jul-22
Maharashtra,Pune(Moshi),,,,3,4000,07-Jul-22
Maharashtra,Solapur,,,,2,4000,07-Jul-22
Maharashtra,Nasik,,,,33,5500,07-Jul-22
Maharashtra,Shrirampur,,,,3,4000,08-Jul-22
Maharashtra,Jalgaon,,,,2,4500,08-Jul-22
Maharashtra,Nasik,,,,15,5500,08-Jul-22
Maharashtra,Nagpur,,,,87,4750,08-Jul-22
Maharashtra,Pune(Moshi),,,,2,4000,08-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,553,6750,08-Jul-22
Maharashtra,Nagpur,,,,87,2325,08-Jul-22
Maharashtra,Solapur,,,,1,4000,08-Jul-22
Maharashtra,Shrirampur,,,,2,4000,09-Jul-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,31,4500,09-Jul-22
Maharashtra,Jalgaon,,,,1,4500,09-Jul-22
Maharashtra,Nasik,,,,21,5500,09-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,325,7250,09-Jul-22
Maharashtra,Pune(Moshi),,,,1,7000,09-Jul-22
Maharashtra,Solapur,,,,3,3500,09-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,25,3000,09-Jul-22
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,4000,10-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,3,4000,10-Jul-22
Maharashtra,Shrirampur,,,,2,3550,10-Jul-22
Maharashtra,Shrirampur,,,,2,3550,11-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,2,2750,11-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,95,7250,11-Jul-22
Maharashtra,Jalgaon,,,,1,4500,11-Jul-22
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,1,3000,11-Jul-22
Maharashtra,Nagpur,,,,24,1950,11-Jul-22
Maharashtra,Pune(Moshi),,,,1,5000,11-Jul-22
Maharashtra,Solapur,,,,2,1800,12-Jul-22
Maharashtra,Nasik,,,,7,5500,12-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,239,9000,12-Jul-22
Maharashtra,Shrirampur,,,,2,3550,13-Jul-22
Maharashtra,Nasik,,,,2,5000,13-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,155,6600,13-Jul-22
Maharashtra,Nagpur,,,,4,4750,13-Jul-22
Maharashtra,Solapur,,,,1,2000,13-Jul-22
Maharashtra,Shrirampur,,,,2,3000,14-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,192,6600,14-Jul-22
Maharashtra,Solapur,,,,100,4000,14-Jul-22
Maharashtra,Shrirampur,,,,1,3550,15-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,378,6600,15-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,280,6750,16-Jul-22
Maharashtra,Shrirampur,,,,2,2550,16-Jul-22
Maharashtra,Nasik,,,,7,3500,16-Jul-22
Maharashtra,Jalgaon,,,,2,4000,16-Jul-22
Maharashtra,Nasik,,,,7,5000,16-Jul-22
Maharashtra,Pune(Moshi),,,,1,6500,16-Jul-22
Maharashtra,Shrirampur,,,,1,4550,17-Jul-22
Maharashtra,Rahuri,,,,1,3900,17-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,1,9000,17-Jul-22
Maharashtra,Nasik,,,,7,5000,17-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,173,6800,18-Jul-22
Maharashtra,Chattrapati Sambhajinagar,,,,1,9000,18-Jul-22
Maharashtra,Pune(Moshi),,,,1,6000,18-Jul-22
Maharashtra,Nagpur,,,,2,4750,19-Jul-22
Maharashtra,Nasik,,,,1,3500,19-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,440,8000,19-Jul-22
Maharashtra,Nasik,,,,2,5000,20-Jul-22
Maharashtra,Nagpur,,,,4,4750,20-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,219,8000,20-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,245,8000,21-Jul-22
Maharashtra,Nasik,,,,18,5000,21-Jul-22
Maharashtra,Pune(Moshi),,,,2,6000,21-Jul-22
Maharashtra,Nasik,,,,18,3500,21-Jul-22
Maharashtra,Solapur,,,,2,7000,22-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,269,10500,22-Jul-22
Maharashtra,Nasik,,,,2,5000,23-Jul-22
Maharashtra,Pune(Moshi),,,,1,6000,23-Jul-22
Maharashtra,Solapur,,,,1,3500,23-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,220,8000,23-Jul-22
Maharashtra,Shrirampur,,,,2,3550,24-Jul-22
Maharashtra,Nagpur,,,,2,2750,27-Jul-22
Maharashtra,Mumbai- Fruit Market,,,,320,8500,02-Aug-22
Maharashtra,Nasik,,,,1,4000,02-Aug-22
Maharashtra,Nagpur,,,,3,2375,05-Aug-22
Maharashtra,Nagpur,,,,4,2350,08-Aug-22
Maharashtra,Mumbai- Fruit Market,,,,31,12000,19-Aug-22
Maharashtra,Mumbai- Fruit Market,,,,3,15000,02-Sep-22
Maharashtra,Mumbai- Fruit Market,,,,48,10000,17-Oct-22
Maharashtra,Solapur,,,,1,1600,26-Nov-22
Maharashtra,Solapur,,,,1,800,29-Dec-22
Maharashtra,Solapur,,,,1,400,07-Jan-23
Maharashtra,Mumbai- Fruit Market,,,,4,17000,11-Jan-23
Maharashtra,Mumbai- Fruit Market,,,,3,10000,12-Jan-23
Maharashtra,Mumbai- Fruit Market,,,,1,10000,17-Jan-23
Maharashtra,Mumbai- Fruit Market,,,,11,8500,20-Jan-23
Maharashtra,Solapur,,,,1,300,25-Jan-23
Maharashtra,Solapur,,,,2,1400,03-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,18,9750,04-Feb-23
Maharashtra,Nasik,,,,1,13000,07-Feb-23
Maharashtra,Solapur,,,,1,1600,08-Feb-23
Maharashtra,Solapur,,,,1,1600,09-Feb-23
Maharashtra,Nasik,,,,1,9000,14-Feb-23
Maharashtra,Nasik,,,,2,16000,16-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,135,9000,18-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,20,9000,20-Feb-23
Maharashtra,Nasik,,,,1,12000,21-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,143,8500,23-Feb-23
Maharashtra,Nasik,,,,3,10000,23-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,147,8500,24-Feb-23
Maharashtra,Nasik,,,,3,10000,25-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,130,8500,25-Feb-23
Maharashtra,Amrawati(Frui & Veg. Market),,,,5,2500,26-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,46,8500,27-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,222,8000,28-Feb-23
Maharashtra,Nasik,,,,2,10000,28-Feb-23
Maharashtra,Solapur,,,,6,1000,28-Feb-23
Maharashtra,Mumbai- Fruit Market,,,,206,28000,01-Mar-23
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,2,9000,01-Mar-23
Maharashtra,Solapur,,,,2,2000,02-Mar-23
Maharashtra,Mumbai- Fruit Market,,,,250,28250,02-Mar-23
Maharashtra,Nasik,,,,2,10000,02-Mar-23
Maharashtra,Solapur,,,,13,1800,03-Mar-23
Maharashtra,Mumbai- Fruit Market,,,,264,31000,03-Mar-23
Maharashtra,Mumbai- Fruit Market,,,,216,30750,04-Mar-23
Maharashtra,Solapur,,,,2,2400,04-Mar-23
Maharashtra,Solapur,,,,1,2000,06-Mar-23
Maharashtra,Mumbai- Fruit Market,,,,61,31500,06-Mar-23
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,12,8500,06-Mar-23
Maharashtra,Mumbai- Fruit Market,,,,13,27750,08-Mar-23
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,21,8000,08-Mar-23
Maharashtra,Mumbai- Fruit Market,,,,400,27500,09-Mar-23
Maharashtra,Solapur,,,,2,700,09-Mar-23
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,3,12000,09-Mar-23
Maharashtra,Solapur,,,,3,3200,10-Mar-23
Maharashtra,Mumbai- Fruit Market,,,,530,24750,10-Mar-23
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,1,9000,10-Mar-23
Maharashtra,Solapur,,,,6,2800,11-Mar-23
Maharashtra,Mumbai- Fruit Market,,,,757,22000,11-Mar-23
